feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
1.2352047009960347,0.5316320865818888,2.0932533254281216,-0.18671246907655792,0.04223143725722808,1.9829056900915374,-1.2394905976275907,1.106001071302255,-0.29721487653519596,-1.0008711524087808,0.49507517883086816,-0.04855221869102846,-0.25096119262920746,0.5830107592702893,-0.02853516117497236,184.6191258110795
1.5781541535798829,-0.7211776446265317,1.597201646779332,-0.9277745566069351,-0.8780499061220566,-1.8641736312567898,0.11532065077021639,0.48182239297737783,0.11604535465202832,-0.5145002771975854,-0.9485727445673441,0.7671121192080991,1.2942113269994437,0.5249688557354107,-0.6123976569732852,-5.202900973899512
0.5425645279047974,-1.049817574142346,-0.3702943513540816,-0.9652215845346808,1.1416166836683566,0.8606366363871555,0.5487601278914307,0.21885611997721935,-0.8600165269823576,-0.7483586520558372,-0.6849970116079352,-0.10701062148486891,0.4175921273380016,1.451443396471826,-0.22222345429026413,9.350618483512447
1.4781212260994843,-0.23927314715185138,-0.45121882694387627,0.8848425828011585,-1.880435544063081,0.13111932467514684,-0.1308005937269556,0.20713943677856853,2.0512469432694633,1.5200917409911012,0.2928288435866834,-0.7513454696033703,-1.4823967869957688,-0.6368823889389575,-1.5693895953746837,-127.9914078399235
0.5110577537359778,0.6417648239021915,-0.8567463015706078,-0.8390191310709365,0.19445519213626558,1.4129767040255223,-0.08518987797442068,-0.8473655451609525,-0.1409585543748487,2.010400527747091,0.15776195653266756,-1.8012205264722885,-0.5886004779388355,-0.3244727106497814,1.344426847994083,-43.71008255379424
-0.5191310923898235,-0.36825385707748737,0.5317181049883118,-0.7624275405705511,-1.294412310477049,1.0328323950589842,-0.16140518481682514,1.0377723889560089,0.6189137314716948,-0.9380013961543825,1.5780020556385361,-0.820034387571255,0.3206411940143863,-0.7378804115474533,0.8803209278442081,79.89727367418041
-1.3756146390579846,-0.5948611342946194,-0.5824436635159718,1.0787150753629593,-1.2386075553962266,0.30538213842698947,0.41423965533662704,0.1377432924344656,0.35395331831480614,2.0720984256950947,0.6882688213950414,0.9400897966474328,-1.0072128256502775,-0.42694534559780756,-0.7446659698889093,-45.04704924897451
-1.040775105395876,-1.2068703438749475,1.2758973845506942,0.244380144863147,0.431911881640134,-0.7542179562565453,0.7611413126527505,0.8329184031213258,0.3280715646507315,0.8238943537007667,0.6333385376116624,-0.7895326606591032,0.30619742476590583,-0.4055781849571157,-0.9303763787794554,111.23982335558271
-0.23797664950770195,-2.210403687552938,-1.4478742042952129,0.2598517439989192,-0.015447038554092914,0.13748153534490656,-0.2667906037820293,-0.45148535725444394,0.7913219541298575,0.23368245291461717,-0.617113990686085,-0.969630740060414,0.35052766472329633,2.2650230758235406,0.5219883258647884,-263.8160020019627
0.5071648837171499,0.9745600810132269,-2.2092196192035805,-0.29782234348325487,0.7066685468910033,-0.226006169272907,0.18827712794571447,1.2945702327898514,-1.5335222423196364,-0.4390958402994754,-1.1775460621333078,-1.5001042370868463,-0.08133557644174656,0.21915982052102914,-1.1469412457797996,32.790465354884184
